listing_id,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
11352087,100,10,9,10,9,10,10
11352494,100,10,10,10,10,9,10
11352657,98,10,10,10,10,10,10
11352664,93,10,10,10,10,9,9
11353905,98,10,10,9,10,10,10
11354753,98,10,10,10,10,10,10
11354895,97,10,10,10,10,10,10
11355208,93,10,10,10,10,10,9
11355476,89,9,9,9,10,9,8
11355659,95,10,9,10,10,9,9
11355757,80,9,5,8,9,10,8
11355798,80,10,9,10,10,9,10
11356192,93,10,10,10,10,10,10
11356941,100,10,10,10,10,10,10
11357222,97,10,10,10,10,10,10
11357269,99,10,10,10,10,10,10
11357688,100,10,10,10,10,10,10
11357756,89,9,10,10,10,10,9
11357906,100,10,10,10,10,10,10
11357962,93,9,10,10,10,10,9
11357971,100,10,10,10,10,10,10
11358308,98,9,10,10,10,10,10
11358422,94,10,9,10,9,9,10
11359026,100,8,10,10,10,10,10
11359148,99,10,10,10,10,9,10
11359257,95,10,10,10,10,10,10
11359300,100,10,10,10,10,10,10
11359604,99,10,10,10,10,10,10
11359984,100,10,10,10,10,10,10
11360521,100,10,10,10,10,10,10
11360562,87,9,8,10,10,10,9
11360686,100,10,10,10,10,9,10
11360700,84,9,8,9,9,8,8
11360746,100,8,10,10,10,10,10
11360854,100,10,10,10,10,10,10
11360943,99,10,9,10,10,10,10
11360960,100,10,10,10,10,10,10
11360963,100,10,8,10,10,10,8
11361466,99,10,10,10,10,10,10
11361661,94,9,9,10,10,9,10
11362069,93,10,10,10,10,9,10
11362231,100,10,10,10,10,10,10
11362832,100,10,10,10,10,10,10
11362971,98,9,9,10,10,10,10
11362989,93,9,9,9,10,10,9
11363122,95,10,9,10,10,10,10
11363447,100,10,10,10,10,10,10
11363778,100,10,10,10,10,10,10
11363892,94,10,9,10,10,10,9
11364158,88,8,9,9,10,9,8
11364313,99,10,10,10,10,10,10
11364317,80,8,6,8,10,8,8
11365339,97,10,10,10,10,10,10
11366062,96,10,10,9,10,10,10
11367489,99,10,10,10,10,10,10
11368434,100,10,10,10,10,10,10
11369722,100,10,10,10,10,10,10
11369999,97,10,10,10,10,10,10
11370047,96,10,10,10,10,9,10
11370207,87,9,8,9,10,9,9
11370389,100,10,10,10,10,10,10
11370704,93,10,8,10,10,9,9
11370833,98,10,10,10,10,10,10
11371205,90,9,9,10,10,10,9
11371726,100,10,10,9,10,9,10
11372821,78,9,8,8,8,8,8
11373490,100,10,10,10,10,10,10
11373510,96,10,9,10,10,10,9
11373821,86,9,9,9,9,9,9
11374309,95,10,10,10,10,10,10
11374387,100,10,10,10,10,10,10
11374424,100,10,10,10,10,10,10
11374453,96,10,10,10,10,9,9
11374481,60,8,10,10,10,10,10
11376136,93,10,10,10,10,10,9
11376403,91,9,9,9,9,7,9
11377233,86,9,8,9,8,8,9
11377301,95,10,10,10,10,10,10
11377313,60,10,6,6,10,10,6
11377362,94,10,9,10,10,10,10
11377380,100,10,10,10,10,10,10
11377381,87,9,8,9,9,10,9
11377777,100,10,10,10,10,10,10
11377837,80,10,6,10,10,10,8
11378048,100,10,8,10,10,8,10
11378054,96,10,9,10,10,10,10
11378131,100,10,10,10,10,10,9
11378134,100,10,10,10,10,10,10
11378190,93,10,9,10,10,10,9
11378376,77,8,8,9,9,10,8
11378564,100,10,10,10,10,10,10
11379244,98,10,10,10,10,10,10
11379543,100,10,10,10,10,8,10
11380001,100,10,10,10,10,10,10
11380089,100,10,10,10,10,10,8
11381288,92,9,8,10,10,9,9
11381333,95,9,10,10,10,8,10
11381962,88,9,9,10,10,9,9
11389072,100,10,10,10,10,,
11390664,96,10,10,10,10,10,10
11390676,100,10,10,10,10,10,10
11391101,100,10,8,10,10,10,8
11391384,88,10,9,10,10,10,9
11392635,80,10,8,10,10,10,10
11395076,80,10,10,10,8,10,10
11395632,100,10,10,10,10,10,10
11395802,81,9,8,9,9,9,9
11396042,96,10,10,10,10,9,10
11396225,97,10,10,10,10,10,10
11396257,100,10,10,10,10,10,10
11396688,98,10,10,10,10,10,10
11397501,99,10,10,10,10,10,10
11397796,93,9,9,10,10,10,10
11397850,98,10,10,10,10,10,10
11398113,92,10,9,10,10,10,10
11398255,91,10,9,10,10,10,9
11398263,96,10,10,10,10,10,10
11398275,100,10,10,10,10,10,10
11398458,100,10,9,10,10,10,10
11398815,91,9,10,10,10,10,9
11398816,99,10,10,10,10,10,10
11398953,91,10,10,10,10,9,9
11398986,98,10,10,10,10,10,10
11399234,80,9,8,9,9,9,8
11399253,100,10,10,10,10,10,10
11399281,100,10,10,10,10,9,10
11399413,100,10,10,10,10,10,10
11399512,96,10,10,10,10,10,10
11399830,93,9,9,10,10,10,10
11399852,93,9,9,10,9,9,9
11399857,95,10,9,10,10,10,10
11399897,99,10,10,10,10,10,10
11399981,100,10,10,10,10,10,10
11400121,100,10,10,10,10,10,10
11400262,100,10,10,10,9,10,10
11400327,99,10,10,10,10,10,9
11400439,95,10,10,10,10,10,10
11400538,92,9,9,10,10,9,9
11400789,99,10,10,10,10,10,10
11401884,97,10,10,10,10,9,10
11402302,84,9,9,9,9,9,9
11402432,84,8,8,9,8,9,8
11402440,83,9,8,8,9,9,9
11407704,90,10,9,10,10,9,9
11407817,90,9,8,10,10,9,10
11408784,86,10,9,10,10,9,9
11409163,100,10,10,10,10,9,10
11409352,90,9,9,10,10,10,9
11410116,98,10,10,10,10,10,10
11410715,100,10,10,10,10,10,10
11411760,94,10,9,10,10,9,9
11411801,100,10,10,10,10,10,10
11411839,100,10,9,10,10,10,10
11412040,95,10,10,10,10,10,10
11412104,100,10,10,10,10,10,10
11412129,100,10,10,10,10,10,10
11412312,100,10,10,10,10,10,10
11412587,87,9,9,10,9,10,8
11412721,93,10,10,10,10,10,9
11412913,98,10,10,10,10,10,10
11413030,100,10,10,10,10,9,10
11413100,100,10,10,10,10,10,10
11413315,98,10,10,10,10,10,10
11413835,100,10,10,10,10,10,10
11413937,73,8,7,9,10,9,7
11414091,98,10,10,10,10,10,10
11414235,96,10,10,9,10,10,10
11414243,95,10,10,10,10,10,10
11414461,100,10,10,10,10,10,10
11414663,92,9,9,10,9,10,9
11414667,80,6,6,4,8,10,6
11414917,99,10,10,10,10,10,10
11414971,100,10,10,10,10,10,10
11415319,97,9,10,10,10,10,10
11415399,98,10,10,10,10,10,10
11415455,100,10,10,10,10,9,10
11415697,100,10,10,10,10,10,10
11416125,98,10,10,10,10,10,10
11416478,98,10,10,10,10,10,10
11416566,96,10,10,10,10,10,10
11416644,97,10,10,10,10,10,9
11416899,93,9,9,10,10,10,10
11416924,84,9,9,9,9,10,9
11416982,98,10,10,10,10,10,10
11417129,96,10,9,10,10,10,10
11417523,96,10,10,9,10,10,10
11417694,77,9,9,8,9,10,9
11417832,80,10,10,10,10,9,9
11417978,87,9,9,9,8,9,9
11418554,100,10,9,10,10,10,10
11418967,95,9,10,9,10,10,9
11418974,98,10,10,10,10,10,10
11418978,100,10,10,10,10,10,8
11419133,100,9,10,10,10,10,10
11419179,93,10,10,10,10,9,9
11419472,100,10,10,10,10,10,10
11419512,90,10,9,10,10,10,10
11419593,99,10,10,10,10,9,10
11419628,99,10,9,10,10,10,10
11419678,97,10,10,10,10,10,10
11419733,82,9,8,8,8,9,8
11419932,94,10,10,10,10,9,9
11420330,90,7,9,10,10,10,8
11420601,98,10,10,10,10,9,9
11420757,93,9,10,10,9,10,9
11421176,100,10,10,10,10,10,10
11421305,100,10,10,10,10,10,10
11421345,89,8,8,9,9,9,9
11421477,95,10,9,10,10,10,9
11421994,95,10,10,10,10,9,9
11422197,98,10,10,10,10,10,10
11422242,98,10,10,10,10,10,10
11422368,100,10,10,10,10,10,8
11422433,98,10,8,10,10,9,10
11422492,100,10,10,10,10,10,10
11422605,92,9,10,10,10,8,9
11422779,88,9,7,9,9,9,9
11422935,89,9,9,9,9,9,8
11423237,94,10,10,10,10,10,9
11423261,100,10,10,10,10,10,10
11423297,87,9,9,9,9,9,9
11424382,100,10,10,10,10,10,10
11430023,100,10,10,10,10,10,10
11430883,96,10,10,10,10,9,10
11430979,98,10,9,10,10,10,10
11431331,96,10,10,10,9,10,9
11431871,91,9,9,10,10,9,9
11432192,98,10,10,10,10,10,10
11433047,100,10,10,10,10,10,10
11433059,100,10,10,10,10,10,10
11433539,93,10,10,10,9,10,10
11433558,99,10,10,10,10,9,10
11433970,100,10,10,10,10,10,10
11434009,100,10,10,10,10,7,10
11434645,100,10,10,10,10,10,10
11434656,100,10,10,10,10,10,10
11434843,99,10,10,10,10,10,10
11436095,94,9,10,10,9,10,9
11436132,100,10,10,10,10,10,10
11436245,100,10,10,10,10,10,10
11436252,88,10,10,8,8,9,9
11436264,91,9,9,10,9,10,9
11436299,95,10,9,10,10,10,10
11436439,99,10,10,10,10,10,10
11436712,92,10,10,10,10,10,10
11436834,100,9,10,10,10,10,10
11436874,100,10,10,10,10,9,10
11437224,98,10,10,10,10,10,9
11437378,94,10,9,10,10,10,10
11437528,100,10,10,10,10,10,10
11438222,85,9,8,10,9,10,9
11439003,93,10,10,10,10,10,10
11439055,99,10,10,10,10,10,10
11439062,93,10,9,10,10,9,10
11439076,99,10,10,10,10,10,10
11439648,98,10,10,10,10,10,9
11439678,94,10,10,10,10,9,10
11439846,98,10,10,10,10,10,10
11439896,96,10,10,10,10,10,10
11440136,100,10,10,10,10,10,10
11440182,98,10,10,10,10,10,10
11440632,98,10,10,10,10,10,10
11440726,100,10,10,10,10,10,10
11440783,100,10,10,10,10,10,10
11441301,100,10,10,10,10,10,10
11441390,100,10,10,10,9,10,10
11441597,97,10,10,10,10,9,10
11442375,100,10,10,10,10,10,10
11442504,99,10,10,10,10,10,10
11442506,100,10,10,10,10,10,10
11442670,100,10,10,10,10,8,10
11443001,100,10,10,10,10,10,10
11443623,91,9,9,10,10,9,9
11444069,97,10,10,10,10,10,10
11444324,99,10,10,10,10,10,10
11444360,85,10,9,10,10,9,8
11444515,100,10,10,10,10,10,10
11444652,92,9,9,10,10,10,10
11444656,100,8,10,8,10,8,6
11444860,95,10,10,10,10,10,10
11445450,99,10,10,10,10,10,10
11446387,96,10,9,10,10,10,10
11448048,80,8,10,10,10,8,10
11450971,99,10,10,10,10,10,10
11451660,100,10,10,9,10,10,10
11451684,100,10,10,10,10,10,10
11452070,96,10,9,10,10,10,10
11452285,100,10,10,10,10,10,9
11452547,100,10,10,10,10,10,10
11453029,100,10,10,10,10,9,9
11453107,83,9,8,8,8,8,9
11453576,100,10,10,10,10,10,10
11453748,100,10,10,10,10,10,10
11454147,91,9,10,9,8,9,9
11454575,82,8,9,8,9,8,8
11454745,98,10,10,10,10,10,10
11454809,87,9,9,9,10,9,9
11455670,96,10,10,9,10,10,9
11455873,94,10,9,10,10,10,10
11455983,99,10,10,9,9,10,10
11456592,96,10,10,10,10,9,10
11456959,100,10,10,10,10,10,9
11457218,100,10,10,10,10,10,8
11457547,95,10,9,10,10,10,10
11457733,88,10,9,8,8,10,8
11457834,100,10,10,10,10,10,10
11457843,90,9,9,10,10,9,9
11457940,98,10,10,10,10,10,10
11458521,95,10,9,10,10,10,9
11458550,98,10,9,10,10,10,10
11458582,93,10,10,9,9,10,9
11459084,86,10,9,9,9,9,9
11459171,100,10,10,10,10,10,10
11459685,98,10,10,10,10,10,10
11459807,96,10,10,10,10,10,10
11459929,96,10,9,9,10,10,10
11459948,98,10,9,9,10,10,10
11459958,94,9,10,10,10,10,9
11459971,92,9,8,10,10,10,9
11460279,95,10,10,10,10,9,10
11460354,100,8,10,10,10,10,10
11460392,80,9,7,10,10,10,10
11460606,93,9,10,10,10,10,10
11460916,92,10,9,10,10,10,9
11460993,98,10,10,10,10,10,10
11460999,100,10,10,10,10,10,10
11461149,100,10,10,10,10,10,10
11461331,100,10,6,10,10,6,8
11461363,93,10,8,8,9,9,9
11461383,100,10,10,10,10,10,10
11461422,90,9,9,10,10,9,9
11461480,98,10,9,10,10,10,10
11461524,94,9,9,9,10,10,10
11461754,100,10,10,10,10,10,8
11462054,89,9,9,9,9,10,9
11462370,100,10,10,10,10,10,10
11462476,88,9,9,10,9,10,9
11462926,100,10,10,10,10,10,10
11463028,100,10,10,10,10,10,9
11463363,93,10,8,10,10,10,9
11463399,80,10,10,10,10,8,9
11463568,100,10,10,10,10,10,10
11463766,96,10,9,10,10,10,9
11463960,100,10,10,10,10,10,10
11463962,88,10,9,9,9,9,9
11464207,90,10,10,10,10,9,9
11465156,79,8,8,8,8,7,8
11465303,80,8,10,8,8,10,8
11469522,100,10,10,10,10,10,10
11469858,91,9,9,9,10,8,9
11470374,100,9,10,10,10,9,10
11470801,100,10,10,10,9,10,10
11470818,100,10,10,10,10,10,10
11473041,93,9,8,10,10,10,9
11473086,100,10,10,10,10,10,10
11473441,100,10,10,10,10,10,10
11473750,94,9,9,10,10,9,9
11474005,80,10,6,10,10,10,6
11474006,100,10,10,10,10,10,10
11474056,100,10,10,10,10,10,10
11474166,100,10,10,10,10,10,10
11474214,100,10,10,10,10,10,9
11474629,89,9,9,10,10,9,9
11474808,90,10,8,10,10,10,8
11474888,93,9,9,10,10,10,10
11475372,100,10,10,10,10,8,10
11475540,93,9,9,10,10,9,10
11475640,97,10,10,10,10,9,10
11475711,100,10,10,10,10,10,10
11475865,78,8,7,9,9,8,8
11476206,90,9,9,10,10,10,9
11476512,96,10,10,10,10,9,9
11476825,100,10,10,10,10,10,10
11478003,95,10,9,9,10,10,9
11478141,100,10,10,10,10,10,10
11478617,99,10,10,10,10,10,10
11478693,95,10,9,10,10,9,10
11478726,100,10,10,10,10,10,10
11478990,97,10,10,10,10,10,10
11479004,100,10,10,10,10,10,10
11479171,95,9,10,9,9,10,9
11479334,100,10,10,10,10,10,10
11479666,90,10,9,9,10,10,9
11479812,93,10,9,9,10,9,9
11479979,90,10,10,10,10,9,9
11480002,100,10,10,10,10,10,10
11480280,96,9,9,10,10,10,10
11480675,100,10,10,10,10,10,10
11480849,90,9,9,10,10,9,9
11480894,96,10,10,10,10,10,10
11480981,100,10,10,10,10,10,10
11481037,100,10,9,10,10,10,10
11481241,100,10,10,10,10,10,10
11481401,80,8,10,8,8,8,8
11481666,91,10,9,10,10,9,10
11481924,100,10,10,10,10,10,10
11482047,90,9,9,9,9,9,9
11482636,98,10,10,10,10,10,10
11482883,100,10,10,10,10,10,10
11482924,94,9,9,10,10,9,9
11483578,91,9,9,10,10,10,9
11483708,100,10,10,10,10,10,10
11484445,96,10,10,10,10,10,10
11490215,90,9,10,10,10,10,9
11490744,99,10,10,10,10,10,10
11491175,99,10,10,10,10,10,10
11491207,95,10,8,10,10,10,10
11491396,99,10,10,10,10,10,10
11491490,80,10,10,8,8,10,9
11491676,97,10,10,10,10,8,10
11492087,100,10,10,8,10,10,10
11492421,98,10,10,10,10,10,10
11492422,100,9,10,10,10,10,10
11492423,97,10,10,10,10,9,9
11492493,100,10,10,10,10,10,10
11493156,95,10,9,10,10,10,9
11493326,85,10,9,10,10,10,10
11493530,91,10,10,10,10,9,9
11493555,100,10,10,10,10,10,10
11493736,92,10,9,10,10,9,10
11494020,94,9,9,10,10,9,9
11494271,87,9,7,10,10,8,9
11494320,98,10,10,10,10,10,10
11494475,84,9,9,9,9,9,9
11494524,100,10,10,10,10,9,10
11494622,95,10,9,10,10,9,9
11495236,100,10,10,10,10,10,10
11496000,100,10,10,10,10,10,10
11496210,95,10,10,10,10,9,10
11496607,92,10,9,10,9,9,9
11496612,100,10,9,10,10,10,10
11496663,100,10,10,10,10,10,10
11496968,90,9,8,10,10,10,9
11497060,100,10,9,10,10,10,9
11497257,94,9,10,10,10,10,9
11497307,95,10,9,10,10,10,10
11497401,100,9,10,10,10,10,10
11497919,100,10,10,10,10,8,8
11498416,88,9,9,10,10,9,9
11498469,96,10,10,10,10,10,10
11498523,90,9,9,10,10,9,9
11498583,87,9,9,10,10,9,8
11498590,93,9,9,10,10,10,8
11498870,100,10,10,10,10,10,10
11498874,95,10,10,10,10,10,10
11499878,98,10,10,10,10,10,10
11501051,60,10,6,8,10,10,8
11503509,100,10,9,10,10,10,10
11505260,100,10,10,10,10,10,10
11506193,99,10,10,10,10,10,10
11506542,93,10,8,10,10,9,9
11507173,98,10,10,10,10,10,10
11507302,97,10,10,10,10,10,10
11507349,97,10,10,10,10,10,10
11507631,98,10,9,10,10,10,10
11507776,100,10,9,10,10,10,10
11508033,90,9,9,10,9,10,8
11508488,89,10,9,10,10,9,10
11508645,100,10,10,10,10,10,10
11508857,95,10,10,10,10,10,10
11509014,100,10,10,10,10,10,10
11509106,96,10,10,10,10,10,10
11509158,91,9,10,10,10,10,9
11509197,89,9,9,9,9,10,9
11510301,96,10,9,10,10,10,9
11510567,100,10,10,10,10,9,10
11510584,99,10,10,10,10,9,10
11510667,88,9,9,9,9,10,9
11510704,95,10,9,10,10,10,10
11510915,96,9,9,10,10,9,9
11510917,90,9,9,10,10,10,9
11510962,97,10,10,10,10,10,10
11511431,98,10,10,10,10,10,10
11511463,97,10,10,10,10,10,9
11511526,97,10,10,10,10,10,10
11511603,90,9,9,9,9,10,9
11512743,84,9,9,10,10,9,9
11512812,94,10,9,10,9,10,9
11512875,100,10,10,10,10,9,10
11512962,60,7,9,8,10,10,6
11513183,100,10,10,10,10,10,10
11513461,92,9,9,10,10,9,9
11513731,97,10,10,10,10,10,10
11513734,80,10,10,10,10,8,10
11513750,100,10,10,10,10,10,9
11513797,83,9,9,8,9,9,9
11513818,100,10,10,10,10,10,10
11513904,85,9,8,10,9,9,9
11514235,99,10,10,10,10,10,10
11514297,96,10,9,10,10,10,10
11514631,95,10,10,10,10,8,9
11514756,98,10,10,10,10,10,10
11514943,73,9,7,7,9,10,8
11515649,90,9,9,10,9,10,9
11517530,75,8,8,10,10,10,8
11519361,75,8,8,10,9,8,8
11521447,95,10,10,10,10,10,9
11521541,94,9,9,10,10,10,9
11521979,98,10,10,10,10,10,10
11522815,97,10,9,10,10,9,9
11523536,80,9,9,9,9,9,7
11524421,71,8,8,7,8,7,7
11524437,100,10,9,10,10,9,10
11524692,97,10,10,10,10,9,10
11525048,100,10,10,10,10,10,10
11525130,100,10,10,10,10,10,10
11525554,91,9,9,10,10,10,10
11526034,100,,,,,,
11526089,100,9,10,10,10,10,9
11526358,100,10,10,10,10,10,10
11526499,96,10,10,10,10,9,10
11526626,60,6,8,6,7,6,6
11526632,98,10,10,10,10,10,9
11526684,100,10,10,10,10,10,10
11526853,95,10,10,10,10,9,10
11526884,95,10,10,10,10,10,10
11526899,100,10,10,10,10,10,9
11527041,100,10,10,10,8,8,8
11528125,100,10,10,10,10,10,10
11528605,98,10,10,10,10,9,10
11528719,96,9,10,9,10,10,9
11529020,98,10,10,10,10,10,10
11529144,90,10,10,9,10,9,10
11529406,100,10,10,10,10,10,10
11530244,98,10,10,10,10,10,10
11530645,98,10,10,10,10,10,10
11530893,99,10,10,10,10,10,9
11530962,80,10,10,10,10,6,10
11531107,91,9,9,10,10,9,9
11531130,100,8,10,10,10,10,10
11531147,100,10,10,10,10,10,10
11531248,96,10,10,10,10,10,10
11531298,95,10,9,10,10,9,9
11531322,80,10,6,10,10,10,8
11531324,100,10,8,10,10,10,10
11531497,100,9,10,10,10,10,10
11531661,97,10,10,10,9,10,10
11531816,97,10,10,10,10,10,10
11531985,72,8,7,9,9,9,7
11532617,90,10,10,9,9,10,9
11532825,88,9,8,9,9,9,9
11533017,95,10,10,10,10,10,10
11533498,100,10,10,10,10,10,10
11534237,94,10,10,10,10,9,9
11534242,100,10,10,10,10,10,10
11534269,87,9,9,9,9,10,9
11534933,99,10,10,10,10,9,9
11534934,94,9,9,10,10,9,9
11535144,98,10,10,10,10,10,10
11535500,100,10,10,10,10,10,10
11535608,82,8,9,9,9,9,8
11536459,96,10,10,10,10,10,10
11539036,97,10,10,10,10,10,10
11540342,100,10,10,10,10,10,9
11540923,94,9,8,10,10,9,9
11542467,98,10,10,10,10,9,10
11542638,98,10,9,10,10,9,10
11544160,99,10,10,10,10,9,10
11544445,100,10,9,9,10,10,10
11544575,90,9,8,10,10,9,9
11544687,89,10,10,9,8,9,9
11544892,89,10,9,10,9,9,9
11545135,87,10,8,8,8,9,9
11545230,100,10,10,10,10,10,9
11545313,98,10,9,10,9,10,10
11545503,100,10,10,10,10,10,10
11545551,97,10,10,10,10,10,10
11545557,84,10,8,9,9,9,9
11545678,94,9,9,10,10,9,10
11545797,93,10,10,10,10,9,10
11545839,100,10,10,10,10,10,10
11546119,98,10,10,10,10,10,10
11546300,100,10,10,10,10,10,10
11546460,90,10,9,10,9,10,10
11546806,100,10,8,10,10,10,10
11547178,100,10,10,10,8,10,10
11547196,95,9,10,10,10,10,10
11547246,100,,,,,,
11547507,100,10,10,10,10,9,9
11547657,95,10,10,10,10,10,10
11547740,100,10,10,10,10,10,10
11548179,98,10,10,10,10,10,10
11548225,97,10,9,10,10,9,10
11549355,93,10,9,10,10,9,10
11549838,96,10,10,10,10,9,10
11550177,100,10,10,10,10,10,10
11550230,100,10,10,10,10,10,10
11550900,100,10,10,10,10,10,10
11550965,91,10,9,10,10,9,10
11550971,100,9,10,10,10,10,10
11551475,100,10,10,10,10,10,10
11551518,99,10,10,10,10,10,10
11552096,100,10,9,10,10,9,10
11552210,100,10,10,10,10,10,10
11552234,100,10,10,10,10,10,10
11552737,60,6,9,8,7,7,7
11552750,93,10,10,10,9,10,9
11552845,98,10,10,10,10,10,10
11553116,95,10,10,10,10,9,10
11553352,100,10,10,9,10,10,10
11553445,96,10,10,10,10,10,10
11553531,100,10,10,10,9,10,10
11553697,95,10,9,10,10,10,9
11553908,100,10,8,10,9,10,10
11554065,97,10,10,10,10,9,10
11554069,67,7,9,9,9,3,7
11554115,100,10,10,10,10,10,10
11554213,92,10,10,10,10,10,9
11554224,100,10,10,10,10,10,10
11554430,94,10,10,10,10,10,10
11554590,96,9,10,10,10,9,10
11554877,99,10,10,10,10,10,10
11554894,94,10,10,9,10,10,9
11555265,100,10,10,10,10,10,10
11555389,89,9,9,10,10,10,9
11555501,97,9,9,10,10,10,10
11555549,90,9,10,10,10,9,9
11555712,94,10,10,10,9,10,10
11556000,100,10,10,10,10,10,10
11556465,95,10,9,9,9,10,10
11556481,100,10,10,10,10,10,10
11562327,98,10,10,10,10,9,10
11563716,98,10,10,10,10,10,9
11564373,99,10,10,10,10,10,10
11565853,80,6,6,4,6,6,6
11566255,100,10,10,10,10,10,10
11566497,100,10,10,10,10,10,10
11566987,97,10,10,10,10,10,10
11567121,100,10,10,10,10,10,10
11567263,100,10,10,10,10,10,10
11567761,95,10,10,10,10,9,10
11567915,95,10,9,10,10,10,10
11567982,88,9,9,10,10,9,9
11568190,100,10,10,10,10,10,10
11568447,100,10,10,10,10,10,10
11568947,100,8,8,10,10,10,10
11569092,100,10,10,10,10,10,10
11569227,99,10,10,10,10,10,10
11569331,100,10,10,10,10,9,10
11569441,100,10,10,10,10,10,10
11569479,95,10,9,10,10,10,9
11569714,98,10,10,10,10,9,10
11570117,100,10,10,10,10,10,10
11570180,98,10,10,10,10,10,10
11570194,98,10,10,10,10,10,10
11570377,94,10,10,10,10,9,10
11570489,98,9,10,10,10,10,9
11570517,91,9,9,10,10,10,9
11570658,100,10,10,10,10,10,9
11570849,88,9,9,10,9,8,9
11570934,98,10,10,10,10,10,9
11571339,100,10,10,10,8,10,8
11571391,98,10,10,10,10,9,10
11572259,98,10,10,10,10,10,10
11572296,100,10,10,10,10,10,10
11572387,86,9,9,10,10,10,9
11572956,100,10,10,10,10,10,10
11573022,100,10,10,10,10,10,10
11573078,98,10,10,10,10,10,10
11573378,100,10,10,10,10,10,10
11573381,99,10,10,10,10,10,10
11573412,100,10,10,10,10,10,10
11573720,95,10,9,10,10,10,10
11573883,96,10,10,10,10,9,8
11574201,97,10,10,10,10,10,10
11574296,99,10,9,10,10,10,10
11574503,90,10,8,9,9,10,10
11574610,97,10,10,10,10,10,10
11574674,93,10,10,10,10,9,9
11574804,89,9,9,9,9,10,9
11574820,100,10,10,10,10,10,10
11574889,96,10,10,10,10,10,10
11575073,95,10,9,10,10,9,10
11575101,94,10,9,10,10,9,10
11575453,88,9,8,10,10,10,9
11575597,91,9,9,10,10,8,9
11576223,97,10,10,10,10,10,10
11576858,100,10,10,10,10,10,10
11581222,96,10,10,10,10,10,10
11581443,94,9,10,10,10,10,9
11581737,96,10,10,10,10,10,9
11581801,94,10,10,10,10,10,9
11582344,100,10,10,10,10,10,10
11582472,98,10,10,10,10,10,10
11582842,100,10,10,10,10,10,8
11582953,100,10,10,10,10,10,10
11583295,100,9,10,10,10,10,10
11583565,99,10,10,10,10,10,10
11583583,92,9,9,10,10,10,9
11583653,100,10,10,10,10,10,9
11584119,87,10,8,10,9,10,9
11584775,100,10,10,10,10,10,10
11584799,97,10,10,10,10,10,10
11585112,70,9,8,8,8,10,7
11585549,100,10,10,10,10,10,10
11585557,80,10,,10,10,8,
11585578,100,10,10,10,10,8,10
11585921,99,10,10,10,10,10,9
11586531,100,9,10,10,10,9,9
11586693,100,10,10,10,10,10,10
11586941,89,9,9,10,10,9,9
11587132,99,10,10,10,10,10,10
11587230,96,10,9,10,10,10,10
11587254,80,8,8,8,10,10,8
11587536,100,10,10,10,10,10,10
11587574,100,10,10,10,10,10,6
11587719,97,10,10,10,10,10,10
11587722,90,10,10,10,10,9,9
11587779,90,9,9,10,10,10,10
11588056,96,10,10,10,10,10,9
11588250,96,10,9,10,10,10,9
11588434,98,10,10,10,10,10,10
11588486,94,10,9,10,10,10,9
11588543,97,10,10,10,10,9,10
11588550,70,8,8,8,7,8,9
11588625,98,10,10,10,10,10,10
11588946,90,10,10,10,10,9,9
11589091,91,9,9,10,9,9,9
11589391,90,9,10,10,10,10,8
11589509,87,9,9,9,9,9,9
11589644,92,9,10,9,9,10,9
11589873,100,10,10,10,10,10,10
11589928,97,10,10,10,10,10,10
11589978,98,10,10,10,10,10,10
11590000,88,9,9,9,9,10,9
11590093,100,10,10,10,10,10,10
11590171,83,9,8,9,9,9,8
11590353,96,10,10,10,9,10,10
11590387,96,10,9,10,10,10,10
11590512,94,10,10,9,10,9,9
11590585,87,9,9,9,9,9,8
11590862,100,10,10,10,10,10,10
11590920,98,10,10,10,10,10,10
11591158,100,10,10,10,10,9,10
11591192,95,10,10,10,10,10,9
11591325,100,10,10,10,10,9,10
11591717,95,10,10,10,10,10,10
11591753,97,10,10,10,10,10,10
11591820,100,10,10,10,10,10,10
11592067,93,10,10,9,9,10,10
11592154,100,10,8,10,10,10,10
11592378,100,10,10,10,10,10,10
11592430,96,10,10,10,10,10,9
11592552,96,9,9,10,10,9,9
11592614,90,10,9,10,9,10,9
11592645,80,10,8,8,10,8,6
11593229,100,10,10,10,10,10,10
11593418,98,10,10,10,10,10,10
11593552,97,10,10,10,10,10,10
11593592,96,9,10,10,10,9,9
11593917,90,10,9,10,10,8,9
11594052,92,9,10,10,10,10,10
11594225,92,9,9,10,10,9,9
11594280,85,9,10,9,10,10,8
11594558,87,10,9,9,9,9,9
11594773,90,9,10,10,9,9,9
11594842,99,10,10,10,10,10,10
11594975,96,10,10,10,10,10,10
11595006,100,10,10,10,8,10,10
11601524,100,10,10,10,10,10,10
11601551,85,9,8,9,9,9,9
11601670,96,10,10,10,10,10,10
11602234,95,10,10,10,10,10,10
11602574,80,9,7,8,9,8,7
11603173,98,10,10,10,10,10,10
11603294,100,10,10,10,10,10,10
11603487,80,10,10,10,8,10,7
11603528,80,8,10,10,8,10,10
11603743,100,10,9,10,10,10,10
11604005,96,10,10,10,10,10,10
11604207,100,10,10,10,10,10,10
11604424,95,9,8,10,10,10,10
11604435,98,10,10,10,10,10,10
11604517,100,10,10,10,10,9,10
11604885,97,9,10,10,10,10,10
